signal_strength_dbm,throughput_mbps,latency_ms
-53.49,21.73,126.27
-88.25,14.73,31.03
-68.84,33.49,7.32
-28.58,35.45,231.55
-79.89,7.5,38.89
-77.81,9.43,196.51
-71.79,12.42,50.21
-84.32,6.9,248.82
-78.43,7.69,114.62
-71.77,33.93,67.24
-76.29,16.89,21.78
-56.28,57.16,11.63
-75.3,107.61,13.85
-68.3,30.66,13.97
-69.05,25.66,11.4
-58.07,58.4,11.76
-83.22,0.5,76.63
-74.67,45.28,24.72
-75.63,5.72,52.13
-74.72,11.2,37.46
-67.33,30.89,251.99
-72.64,67.0,18.35
-55.78,28.8,54.28
-60.35,57.84,29.29
-75.47,11.16,26.47
-75.02,7.46,342.36
-65.75,65.75,13.07
-81.99,7.83,25.8
-59.39,42.48,10.91
-42.88,84.81,500.0
-63.0,47.93,7.4
-36.67,58.42,11.42
-71.5,14.58,132.99
-68.64,10.39,65.65
-80.64,8.86,36.19
-46.0,23.37,57.29
-95.0,0.5,61.27
-70.37,107.29,12.1
-90.81,20.8,28.72
-41.89,42.43,31.68
-75.43,21.73,88.52
-52.99,48.37,9.63
-70.01,56.49,18.07
-86.54,0.86,47.98
-62.95,163.13,6.66
-65.54,34.91,15.28
-74.48,15.23,21.68
-69.81,31.14,13.12
-73.14,21.34,12.89
-39.15,25.15,139.52
-55.57,29.05,34.73
-95.0,1.54,52.8
-72.5,29.57,61.26
-76.66,7.13,200.95
-73.28,10.44,26.34
-88.34,7.85,500.0
-73.5,8.04,91.84
-74.48,6.04,29.14
-68.36,44.47,35.58
-62.15,34.1,10.84
-65.07,73.93,16.28
-77.08,14.35,26.12
-65.7,100.76,11.42
-78.51,5.87,47.04
-84.91,7.27,53.79
-60.6,80.36,5.93
-54.48,79.23,34.52
-68.41,64.92,19.17
-74.2,12.73,41.93
-45.52,98.13,46.91
-53.64,22.19,45.43
-88.0,7.63,47.05
-95.0,10.71,25.77
-85.58,16.65,34.37
-75.08,73.5,13.8
-73.95,36.65,39.73
-83.25,6.14,48.65
-78.45,17.83,81.55
-73.93,7.63,162.48
-81.06,14.72,63.78
-80.15,19.21,35.2
-60.9,76.15,14.55
-77.09,12.36,21.43
-84.55,13.81,500.0
-72.71,25.36,500.0
-60.72,56.51,82.11
-67.76,37.53,64.14
-68.17,58.57,16.49
-90.74,6.82,56.15
-89.35,3.59,44.56
-71.56,9.9,40.91
-86.8,0.5,265.01
-84.62,10.18,25.68
-56.39,51.89,151.69
-68.95,93.56,18.59
-95.0,7.02,79.27
-75.0,7.95,40.15
-62.83,24.42,28.17
-78.0,7.1,194.87
-70.33,9.69,164.91
-68.66,90.69,7.18
-68.95,21.58,27.39
-63.89,117.31,23.53
-59.69,51.62,87.7
-74.18,13.52,21.73
-75.35,3.78,164.56
-52.12,45.73,7.56
-95.0,0.5,60.2
-72.09,11.84,246.6
-86.42,7.46,62.79
-89.94,6.28,28.83
-48.61,104.86,10.92
-50.8,29.91,95.46
-62.96,21.81,55.94
-74.5,47.88,17.51
-92.74,5.01,51.93
-64.47,19.08,25.44
-69.61,16.84,23.19
-78.69,13.98,32.85
-79.33,26.41,49.95
-64.06,38.18,9.88
-58.62,66.98,23.63
-95.0,0.5,54.08
-62.97,55.1,50.8
-77.31,9.28,76.99
-59.66,15.15,58.96
-90.46,4.62,54.99
-57.22,68.04,3.29
-88.28,2.79,146.27
-63.04,46.22,500.0
-70.26,15.7,29.38
-83.83,13.86,121.84
-86.02,7.4,86.07
-84.15,1.33,47.76
-81.78,13.42,66.54
-72.84,15.91,21.54
-42.7,91.88,83.64
-77.03,9.23,37.2
-79.44,20.76,106.79
-81.17,23.91,44.35
-73.04,44.86,21.04
-91.12,27.51,21.55
-84.35,27.39,25.5
-74.89,16.65,18.48
-83.52,10.04,57.67
-49.15,32.17,33.39
-63.55,16.51,67.78
-81.13,8.7,32.03
-76.63,18.65,22.01
-85.28,0.5,86.31
-72.26,34.86,51.31
-87.92,7.85,73.95
-71.4,37.27,154.25
-92.29,4.69,34.81
-71.9,18.27,24.03
-41.8,79.96,10.0
-68.94,20.69,24.48
-67.05,283.02,4.98
-55.82,34.25,14.12
-69.03,86.24,12.88
-95.0,1.78,46.94
-88.91,3.37,48.84
-77.25,94.17,12.36
-93.34,16.36,24.17
-88.04,14.58,24.57
-25.12,135.81,28.24
-66.5,115.37,10.11
-71.75,41.06,33.37
-64.38,16.27,55.85
-70.92,14.41,34.41
-67.25,16.25,157.63
-69.11,70.31,14.63
-64.76,51.43,52.26
-48.78,76.42,315.31
-77.29,18.27,19.25
-66.6,31.82,93.77
-54.8,20.61,35.4
-89.04,7.98,122.18
-62.09,17.4,182.08
-75.45,10.51,340.4
-70.82,58.31,13.46
-72.51,34.63,191.24
-85.73,16.78,38.92
-39.11,61.2,7.34
-95.0,10.34,37.18
-64.13,18.92,36.69
-83.91,9.18,85.19
-83.78,14.39,43.42
-84.85,3.19,75.42
-67.27,284.77,5.71
-66.05,10.6,134.12
-80.85,7.84,51.82
-75.6,38.73,26.2
-80.96,121.13,15.72
-88.19,12.22,328.93
-81.43,2.9,81.37
-64.75,10.29,85.77
-48.1,93.55,34.28
-47.79,50.14,12.16
-82.12,9.33,34.03
-56.69,24.24,66.58
-85.89,7.03,56.29
-80.83,16.33,39.7
-82.27,40.39,20.41
-65.06,16.26,29.86
-95.0,4.43,27.53
-66.79,18.59,184.51
-72.86,8.22,80.98
-75.48,34.45,26.65
-71.29,30.71,71.01
-88.46,12.47,31.29
-68.82,14.64,86.53
-76.93,62.62,14.47
-66.44,100.19,9.34
-54.65,26.0,128.81
-90.79,7.33,110.01
-64.88,89.19,15.77
-69.63,20.83,500.0
-87.66,3.77,45.12
-74.39,13.67,34.23
-65.71,114.87,14.12
-56.47,83.95,17.82
-68.49,25.81,13.45
-55.72,76.51,28.06
-62.43,59.97,26.3
-78.04,32.7,31.45
-64.9,15.85,91.57
-83.45,3.01,122.94
-58.21,67.41,5.12
-47.94,34.4,23.86
-66.32,21.9,27.06
-91.61,3.29,64.69
-85.62,14.27,80.57
-70.71,35.54,41.68
-58.17,20.57,481.21
-47.36,135.31,11.81
-91.88,7.21,500.0
-81.3,3.34,65.85
-73.0,13.76,327.16
-35.91,240.57,4.69
-75.79,23.97,157.13
-60.98,59.32,4.88
-70.35,37.65,489.5
-90.17,6.9,86.73
-78.91,16.84,51.67
-69.98,24.68,12.65
-65.26,29.94,22.23
-74.92,27.11,16.28
-63.52,23.82,17.45
-75.75,24.75,18.61
-84.64,8.12,56.4
-65.87,16.79,26.81
-61.48,53.29,232.74
-66.78,21.09,60.92
-63.01,62.45,30.62
-42.51,50.37,14.15
-69.02,13.52,40.27
-83.92,7.13,37.55
-52.58,15.15,96.84
-64.45,49.43,108.18
-50.14,33.21,27.11
-75.74,21.15,17.83
-55.62,27.98,65.27
-71.1,17.28,27.76
-61.68,24.94,26.69
-59.78,59.98,30.39
-95.0,0.5,133.01
-70.85,14.96,44.83
-72.61,60.08,20.98
-78.7,6.34,135.18
-65.8,55.14,8.41
-53.18,92.43,23.07
-76.93,19.0,12.86
-70.79,16.65,25.95
-81.98,10.56,20.99
-95.0,1.75,43.78
-83.02,8.12,43.42
-79.36,17.25,15.93
-88.29,25.91,19.45
-90.63,4.82,250.99
-87.95,4.11,70.76
-74.14,12.88,44.97
-66.73,15.16,37.33
-95.0,3.13,54.98
-88.68,2.08,96.01
-56.09,37.06,13.04
-72.07,9.65,33.38
-84.19,0.5,144.21
-84.86,14.71,333.78
-61.87,22.27,73.82
-89.22,0.5,173.88
-73.07,13.89,86.01
-62.92,49.64,97.86
-82.99,13.29,22.77
-62.92,12.18,56.85
-75.23,26.22,47.75
-69.46,36.52,39.89
-65.58,18.29,155.81
-82.97,7.11,500.0
-58.07,29.01,18.29
-87.34,8.6,24.78
-54.21,22.16,318.99
-86.56,7.55,72.27
-83.4,13.04,500.0
-86.94,2.21,71.68
-82.93,5.38,38.48
-95.0,2.13,160.6
-80.66,15.6,334.16
-80.59,3.11,70.56
-68.18,27.91,25.98
-62.03,24.99,39.77
-76.76,18.47,21.19
-34.67,46.55,23.41
-67.97,11.9,83.74
-73.22,135.99,27.11
-64.59,57.94,40.22
-57.48,17.01,60.94
-69.11,46.52,9.84
-84.9,10.04,24.79
-67.29,26.32,27.26
-88.69,3.85,86.56
-60.03,13.61,49.63
-64.94,110.72,5.49
-63.25,81.19,13.53
-76.31,53.38,20.16
-93.1,1.37,57.84
-73.98,8.34,102.95
-70.66,6.92,168.84
-83.02,7.17,30.82
-53.44,25.23,46.63
-64.33,24.92,34.68
-66.65,14.4,32.17
-67.24,26.49,16.53
-79.53,26.36,160.13
-54.31,256.55,4.24
-56.37,31.11,20.76
-75.79,8.45,30.46
-37.84,123.45,22.54
-73.77,39.01,30.44
-62.81,16.9,56.97
-85.41,1.49,145.74
-60.73,24.45,17.93
-63.11,21.44,27.47
-89.98,4.44,26.26
-78.78,15.54,23.23
-50.45,129.2,7.7
-46.13,50.77,12.04
-88.28,0.65,199.75
-68.37,65.22,10.89
-69.97,8.98,80.36
-75.5,7.4,142.31
-83.34,4.97,100.33
-95.0,0.5,65.34
-77.23,6.1,72.49
-84.72,3.87,500.0
-94.7,2.29,45.02
-53.42,54.92,35.18
-86.06,35.12,35.11
-85.27,14.14,38.97
-88.38,12.16,104.01
-78.2,8.41,491.97
-92.13,3.31,71.3
-73.78,7.54,240.25
-85.57,0.5,335.23
-89.63,9.61,24.32
-69.93,17.59,37.46
-54.48,36.51,10.54
-74.6,8.18,500.0
-88.72,10.44,42.62
-42.9,93.35,63.29
-93.62,2.06,167.21
-78.79,10.97,29.13
-78.51,22.44,45.45
-64.71,3.95,110.71
-66.35,19.21,500.0
-55.93,67.86,67.55
-51.22,97.02,16.59
-73.04,13.62,45.43
-68.08,14.1,67.06
-46.19,27.34,80.62
-88.66,6.65,64.98
-37.48,86.28,115.46
-74.31,12.09,62.83
-68.55,40.82,490.06
-85.27,10.11,329.06
-67.15,15.64,44.18
-70.56,64.99,18.17
-85.74,20.02,24.68
-61.98,57.05,42.56
-87.5,13.96,111.93
-64.28,18.59,27.66
-90.1,2.62,43.9
-70.98,19.27,21.66
-69.05,31.86,14.82
-65.96,24.3,12.15
-35.8,31.72,25.69
-72.02,29.58,321.96
-49.46,35.98,22.39
-83.49,53.08,22.65
-92.88,4.98,28.96
-83.74,8.91,209.52
-72.4,11.46,54.77
-79.07,25.89,38.14
-69.83,46.98,24.35
-64.97,36.71,12.61
-62.47,76.9,19.66
-70.6,28.93,14.56
-90.43,5.82,21.88
-76.99,30.13,31.53
-62.14,22.57,17.21
-58.2,32.82,12.65
-83.41,12.54,33.46
-95.0,3.86,51.71
-79.94,16.4,22.34
-74.58,37.8,48.93
-71.33,27.4,486.17
-56.32,23.84,30.71
-58.1,25.23,27.49
-95.0,7.15,500.0
-82.46,14.7,20.09
-76.17,31.68,38.97
-65.95,20.13,44.82
-91.24,10.88,33.79
-81.3,15.16,495.52
-50.72,38.19,16.1
-66.15,17.98,126.32
-81.3,7.65,49.88
-66.46,17.7,27.09
-74.27,42.03,35.97
-70.59,21.35,18.07
-88.06,11.28,42.49
-69.16,25.8,15.89
-72.29,130.66,13.7
-81.77,25.55,41.16
-87.0,17.05,24.18
-80.45,4.0,63.92
-81.72,1.95,500.0
-76.33,18.78,27.11
-56.26,63.97,73.4
-89.96,3.96,41.76
-79.75,25.6,31.12
-77.94,17.97,149.67
-65.2,15.39,40.25
-55.32,60.93,100.68
-85.05,6.49,38.23
-78.59,25.63,39.63
-63.38,20.09,94.04
-53.61,31.5,24.46
-58.43,194.14,1.0
-78.65,20.31,239.02
-38.1,148.22,13.74
-74.48,28.99,33.34
-61.22,54.47,38.07
-56.71,289.58,3.77
-93.12,0.62,337.15
-61.77,83.07,11.8
-79.44,9.95,41.92
-83.2,7.94,49.49
-67.24,19.54,27.37
-95.0,7.34,23.6
-70.75,18.2,24.32
-64.02,38.04,136.88
-75.95,58.84,10.28
-63.47,94.47,18.41
-93.31,5.86,96.85
-65.99,20.54,22.68
-84.91,2.57,114.85
-78.59,7.81,30.64
-95.0,8.21,24.9
-70.18,19.54,27.78
-72.63,12.0,42.3
-50.22,18.35,69.12
-60.93,73.09,23.22
-95.0,0.5,61.06
-60.19,32.83,13.26
-58.06,28.29,19.78
-52.07,81.07,3.61
-84.72,0.5,31.62
-65.67,29.99,114.54
-65.69,19.51,113.39
-62.47,37.89,9.7
-71.3,27.32,13.69
-83.53,30.27,21.86
-61.65,26.2,17.78
-92.64,4.69,168.71
-87.86,7.5,38.08
-91.78,8.24,27.8
-76.98,8.32,34.57
-72.77,9.46,71.66
-67.69,12.84,113.45
-74.18,11.95,500.0
-61.02,62.14,26.61
-73.1,37.11,48.34
-63.88,21.43,29.23
-36.96,78.47,500.0
-82.86,101.75,13.44
-68.1,14.09,500.0
-95.0,6.72,207.72
-63.0,36.16,11.48
-87.28,5.2,48.16
-52.37,86.01,29.46
-64.16,24.94,17.43
-62.91,23.35,25.72
-78.33,5.13,29.82
-95.0,8.68,30.38
-83.92,1.95,105.29
-60.49,81.58,22.9
-70.68,72.59,14.75
-94.14,0.5,500.0
-79.06,21.12,500.0
-70.75,25.03,13.2
-70.99,54.37,7.29
-73.44,18.23,25.07
-78.69,0.5,323.21
-58.77,31.06,18.67
-89.19,8.96,42.18
-65.17,20.59,65.64
-55.75,26.31,26.75
-69.22,18.2,59.49
-59.06,35.41,17.38
-59.39,15.79,134.48
-54.16,37.48,19.46
-66.86,36.19,90.91
-74.36,10.55,82.1
-79.01,38.54,23.05
-75.15,12.02,25.45
-95.0,3.03,47.06
-65.77,77.05,17.34
-77.35,62.72,17.85
-88.61,0.5,205.0
-70.08,25.02,12.21
-81.36,1.08,334.41
-66.29,70.5,18.35
-69.49,150.76,14.36
-69.74,44.06,38.27
-42.06,592.35,4.53
-76.29,11.72,31.07
-73.68,7.64,500.0
-68.0,13.62,155.84
-66.64,14.47,323.62
-95.0,2.86,31.8
-68.19,73.0,16.55
-86.34,10.55,52.5
-71.39,77.58,13.65
-72.59,33.21,58.25
-77.59,45.9,17.71
-72.22,18.54,25.91
-75.46,25.25,92.9
-59.91,20.6,231.54
-64.66,21.25,35.11
-62.05,208.66,11.25
-83.36,6.23,500.0
-65.96,74.71,14.03
-71.17,32.08,159.81
-60.2,74.48,22.73
-69.12,26.29,12.21
-56.76,109.72,13.8
-84.66,6.38,38.46
-69.49,14.37,485.71
-66.81,49.69,20.27
-60.97,60.81,30.42
-69.81,6.14,195.75
-90.35,1.21,107.57
-81.69,13.79,24.32
-78.45,31.9,30.91
-95.0,2.16,106.91
-75.17,45.14,26.55
-92.15,2.78,123.61
-60.82,103.16,10.9
-52.84,37.21,15.45
-62.49,11.29,248.8
-79.86,11.95,28.37
-72.19,13.6,64.45
-67.43,85.96,12.06
-78.09,1.79,335.45
-52.62,24.9,60.44
-70.9,17.31,43.44
-95.0,0.5,500.0
-65.2,143.42,7.99
-71.69,3.21,338.08
-95.0,4.17,32.98
-67.1,13.25,33.96
-80.87,6.57,86.98
-41.1,32.18,233.64
-65.24,36.45,9.8
-79.47,0.5,96.65
-95.0,6.4,33.7
-53.67,21.08,151.06
-95.0,0.5,59.48
-62.27,64.77,25.91
-70.62,16.18,25.5
-56.01,54.12,115.55
-84.13,18.68,33.67
-80.71,24.6,33.03
-95.0,2.64,44.84
-74.21,34.67,45.63
-81.45,29.03,26.49
-78.04,10.0,34.12
-70.39,19.8,19.84
-66.38,115.69,9.59
-78.28,7.4,500.0
-57.37,21.22,500.0
-95.0,4.17,35.94
-68.83,10.84,78.01
-94.92,8.82,24.89
-63.19,19.88,183.85
-78.18,17.15,72.92
-87.42,7.28,92.72
-73.94,18.5,21.69
-72.82,25.19,20.07
-65.52,43.6,235.34
-68.18,158.59,12.59
-85.42,6.25,61.17
-72.29,16.38,27.67
-72.87,35.06,28.1
-75.22,48.25,21.92
-66.73,12.09,500.0
-65.57,51.7,39.04
-88.4,3.73,212.91
-61.16,20.91,316.71
-60.92,13.78,58.61
-47.02,45.91,10.77
-95.0,0.5,52.38
-63.38,34.21,13.78
-78.03,67.22,14.12
-67.08,17.12,37.73
-77.34,8.15,34.66
-38.03,92.44,6.45
-62.88,35.48,9.89
-84.34,4.27,69.48
-83.52,10.29,44.2
-87.22,19.64,21.87
-86.84,5.58,136.41
-69.02,41.53,156.65
-79.28,7.76,42.11
-68.59,50.38,38.9
-89.95,2.96,46.95
-67.4,41.4,13.87
-95.0,1.95,500.0
-66.08,50.37,41.08
-66.35,24.0,22.12
-66.38,97.62,5.39
-59.68,12.04,500.0
-62.58,65.93,19.26
-25.94,158.37,23.91
-95.0,4.01,104.17
-77.27,29.49,15.68
-76.02,26.35,45.1
-65.1,33.62,47.34
-83.09,14.89,169.6
-51.85,39.18,16.57
-69.04,33.8,161.03
-52.15,24.67,147.94
-91.42,5.87,40.75
-54.42,57.69,10.53
-95.0,4.83,32.79
-82.62,8.83,243.37
-93.47,14.33,22.42
-84.05,21.95,36.61
-82.1,4.9,56.63
-64.03,18.02,317.25
-65.93,18.55,27.24
-69.11,29.13,500.0
-57.17,50.37,128.85
-65.75,17.75,35.2
-69.1,25.78,20.4
-72.08,10.16,44.45
-61.56,59.79,38.14
-57.77,41.33,7.9
-75.71,35.09,33.34
-71.43,30.55,13.53
-80.07,22.04,41.2
-36.5,46.3,31.72
-33.84,35.06,46.07
-80.2,7.52,73.07
-62.35,51.4,94.55
-55.91,55.84,3.4
-95.0,1.49,30.78
-71.51,7.74,164.77
-71.06,41.98,63.98
-71.03,13.66,35.32
-64.64,76.42,7.59
-60.94,53.3,5.65
-73.57,8.23,65.14
-61.25,28.17,18.23
-60.07,70.37,21.06
-65.67,14.11,31.7
-68.23,48.68,50.56
-26.45,226.86,8.28
-54.7,22.45,62.09
-93.28,4.92,54.51
-65.02,24.24,25.48
-64.07,18.64,33.11
-70.64,32.2,500.0
-76.05,7.64,98.08
-73.5,19.51,45.62
-74.75,10.01,497.42
-66.43,19.86,25.42
-57.41,22.83,20.67
-79.54,10.0,30.54
-93.61,1.07,253.31
-89.56,0.5,62.77
-68.49,48.86,32.58
-84.39,12.51,500.0
-75.02,12.58,21.31
-71.13,20.25,18.12
-35.01,148.86,15.1
-77.56,13.62,44.56
-74.52,47.86,22.66
-55.02,32.49,21.12
-53.9,69.95,97.42
-70.85,24.12,21.23
-87.63,1.59,68.92
-95.0,2.78,43.46
-85.05,3.41,39.42
-82.19,1.21,500.0
-75.05,19.1,31.06
-60.45,43.51,8.25
-64.91,21.26,31.63
-83.14,21.05,28.0
-45.39,34.62,34.89
-83.14,6.54,64.04
-83.19,81.44,21.95
-77.02,35.62,31.23
-75.29,18.21,30.56
-84.3,15.41,59.32
-74.12,33.82,30.89
-49.36,89.97,3.01
-74.01,10.28,102.48
-68.01,8.97,99.96
-76.61,49.48,23.24
-60.76,34.08,8.68
-57.21,86.15,18.33
-87.55,13.93,37.8
-95.0,0.5,128.0
-73.24,18.91,17.7
-95.0,6.84,26.86
-95.0,3.18,59.77
-51.78,23.93,313.23
-61.68,73.9,20.26
-65.56,87.39,14.92
-92.96,4.02,86.87
-89.24,9.55,29.22
-73.09,13.55,101.67
-49.44,39.83,11.32
-69.23,40.69,32.41
-73.13,9.81,500.0
-84.49,1.24,28.1
-73.1,6.61,258.21
-92.82,8.53,92.02
-46.67,110.11,19.48
-65.71,111.28,21.73
-76.23,25.08,19.43
-45.59,40.86,18.4
-37.91,32.34,179.44
-86.52,8.19,145.68
-77.51,34.94,26.36
-79.83,5.74,40.59
-74.91,32.66,51.76
-69.39,2.38,500.0
-66.66,15.66,41.69
-83.7,13.12,147.15
-63.85,22.19,69.8
-78.62,27.14,29.22
-78.3,10.42,65.38
-65.29,64.33,11.45
-89.26,1.39,89.85
-60.75,32.73,16.02
-54.58,263.59,7.82
-34.79,31.85,316.95
-73.33,35.23,11.62
-70.56,16.86,40.79
-94.62,5.54,29.33
-63.27,11.35,500.0
-58.08,58.62,39.17
-59.1,60.33,481.98
-30.01,31.16,500.0
-79.54,24.31,117.05
-44.63,42.93,18.62
-73.99,19.26,18.12
-78.52,30.09,31.8
-67.82,41.09,154.51
-49.95,52.96,51.45
-61.29,54.74,38.49
-57.97,110.27,9.19
-70.97,9.22,500.0
-85.21,2.94,42.77
-84.77,5.05,29.79
-91.32,4.46,22.65
-89.79,1.33,74.41
-73.3,28.75,163.0
-48.51,23.6,127.46
-72.04,47.83,15.67
-95.0,3.6,93.96
-53.45,158.14,5.93
-82.18,24.35,27.46
-70.53,14.9,39.88
-69.56,103.84,9.1
-95.0,7.89,36.75
-76.8,23.16,30.01
-95.0,2.65,69.76
-95.0,5.26,72.83
-72.15,17.72,21.55
-66.3,12.24,191.13
-88.56,7.61,68.93
-84.24,17.32,21.01
-69.43,41.71,49.57
-71.79,6.57,49.16
-62.44,62.96,33.94
-41.04,58.31,198.45
-69.31,28.22,73.15
-44.07,84.85,25.38
-52.62,76.15,10.0
-86.04,18.3,32.9
-70.82,12.89,62.47
-85.45,18.25,16.57
-79.86,7.13,60.83
-64.47,10.1,94.62
-37.72,130.84,20.91
-25.06,45.76,48.53
-90.71,0.5,73.32
-70.21,48.29,31.55
-52.46,37.15,14.0
-63.0,35.3,6.04
-43.56,214.18,9.41
-20.0,155.67,34.93
-81.59,8.23,33.8
-74.37,28.28,38.37
-52.83,31.32,21.02
-83.13,20.68,70.65
-59.21,75.35,27.96
-87.2,7.45,45.4
-69.63,79.49,18.75
-83.66,7.13,39.4
-80.17,11.52,51.94
-69.13,35.05,15.53
-70.35,5.73,123.66
-52.24,57.14,7.67
-61.88,44.31,37.51
-54.86,107.26,12.93
-68.16,45.47,6.27
-67.57,14.02,87.8
-69.31,44.13,57.21
-89.81,11.71,42.63
-77.63,13.0,32.21
-82.54,9.25,48.42
-84.16,85.5,17.15
-52.11,84.0,5.32
-66.88,31.92,63.99
-57.69,75.41,21.86
-39.4,134.14,17.59
-67.32,62.3,25.36
-84.11,0.8,72.59
-87.71,4.03,167.28
-50.01,40.32,15.96
-95.0,0.5,49.77
-79.96,26.37,27.51
-75.06,20.39,68.89
-92.35,18.39,20.21
-33.6,351.51,5.14
-91.84,0.5,50.73
-70.39,14.04,72.74
-95.0,5.1,100.57
-70.75,28.67,14.32
-85.88,6.67,125.72
-80.59,22.78,138.82
-68.59,51.61,22.85
-52.99,97.96,16.28
-68.95,18.53,22.31
-81.83,0.57,499.73
-65.46,67.66,14.5
-66.59,29.14,14.72
-94.68,0.5,64.47
-63.46,11.53,500.0
-73.0,40.06,32.27
-82.87,13.2,113.69
-61.2,33.01,14.8
-95.0,9.12,28.86
-54.53,78.1,24.23
-75.37,6.34,500.0
-69.14,22.55,21.35
-80.99,4.73,149.48
-81.67,6.17,342.74
-65.78,44.32,11.71
-76.53,28.48,81.93
-92.9,5.03,89.75
-59.38,64.97,58.3
-45.99,189.04,3.85
-76.15,11.14,46.29
-63.15,22.47,23.13
-95.0,0.5,59.51
-50.83,183.82,22.26
-54.9,69.25,65.71
-52.27,68.62,49.67
-75.73,38.95,24.27
-83.3,7.64,163.38
-73.92,50.77,20.16
-76.33,37.1,38.39
-60.1,28.41,15.28
-87.31,14.74,33.88
-65.02,15.59,500.0
-80.85,22.63,52.04
-82.25,11.28,107.71
-56.77,73.5,43.16
-66.99,17.38,22.44
-70.92,7.9,55.95
-65.19,35.87,9.57
-90.77,5.28,24.9
-60.62,22.44,47.36
-55.46,85.41,19.66
-60.96,15.27,59.95
-63.73,117.57,9.94
-47.83,31.16,148.44
-73.2,9.04,55.34
-67.89,35.18,46.6
-95.0,3.3,500.0
-79.99,31.28,24.99
-78.54,4.9,138.48
-42.7,23.13,32.86
-65.25,13.92,57.18
-74.93,5.66,52.79
-88.15,4.31,95.67
-59.18,34.45,19.16
-81.16,16.92,16.95
-79.43,5.58,83.47
-80.51,10.61,39.4
-72.98,6.07,49.84
-69.85,75.74,20.78
-78.59,31.45,30.93
-95.0,5.3,39.16
-82.63,16.62,82.75
-63.42,50.45,37.7
-41.23,28.98,87.1
-70.18,15.18,31.89
-75.68,79.52,17.6
-66.61,14.83,87.91
-95.0,4.38,53.18
-60.72,23.78,36.25
-70.25,28.46,19.67
-60.02,49.86,314.5
-81.49,6.98,26.72
-67.75,11.38,52.41
-77.27,5.56,92.61
-63.77,18.77,34.56
-80.16,21.99,33.68
-66.81,16.51,31.41
-93.42,0.5,77.33
-73.69,30.74,17.77
-44.2,29.53,481.79
-38.34,141.31,13.71
-85.28,6.48,52.18
-62.19,28.39,18.32
-57.03,22.73,73.84
-59.18,89.05,10.74
-80.26,26.42,34.41
-65.11,15.75,31.94
-60.69,22.3,25.9
-65.1,100.28,8.41
-82.7,33.79,18.59
-59.63,29.38,18.52
-72.12,31.19,89.64
-73.23,51.23,15.15
-77.19,13.73,33.75
-61.94,45.43,485.45
-47.28,28.95,185.43
-65.75,95.36,11.47
-63.3,25.71,19.96
-87.21,6.82,37.8
-95.0,2.45,104.26
-90.28,4.4,45.78
-70.13,55.15,27.67
-63.39,45.32,72.87
-74.92,7.33,63.17
-67.76,27.47,500.0
-41.58,145.5,1.0
-66.61,8.37,141.75
-65.53,45.96,154.94
-95.0,1.53,50.21
-68.37,55.35,24.26
-58.37,159.75,5.16
-70.25,19.63,18.8
-90.58,3.78,83.88
-42.38,24.18,235.01
-64.11,34.55,10.19
-77.43,25.16,52.01
-65.66,16.53,128.19
-85.27,15.69,31.86
-86.73,8.18,27.73
-72.56,12.34,32.78
-65.17,78.42,12.48
-52.51,134.57,8.54
-57.49,22.76,124.27
-91.81,0.5,42.65
-63.24,16.27,28.34
-70.91,16.93,80.02
-76.92,10.8,53.24
-69.75,11.26,52.44
-71.63,8.48,324.93
-75.01,21.56,500.0
-67.73,12.85,242.69
-67.96,15.23,110.13
-84.66,12.63,97.82
-83.0,15.23,58.1
-95.0,5.64,46.38
-83.95,18.66,27.02
-82.8,11.09,63.8
-77.21,11.96,65.54
-73.09,33.73,17.01
-70.03,9.86,500.0
-87.86,1.94,81.32
-80.17,18.2,81.6
-79.82,53.13,16.96
-66.0,28.92,16.04
-57.7,18.9,51.38
-66.77,19.36,77.48
-72.07,35.34,38.97
-54.83,38.24,10.92
-70.7,31.91,6.95
-87.62,8.83,63.7
-82.59,6.0,500.0
-63.42,79.36,9.63
-94.61,1.11,48.24
-74.8,5.58,194.54
-80.16,8.87,243.31
-66.56,19.01,74.7
-65.69,63.89,11.42
-65.57,133.6,16.79
-75.3,9.62,106.91
-71.15,15.43,34.03
-94.14,5.3,500.0
-66.92,36.73,190.46
-63.03,44.44,9.75
-66.99,34.23,10.34
-71.15,77.73,17.63
-95.0,0.5,76.67
-53.83,54.65,486.6
-63.01,44.68,62.07
-86.05,1.21,168.61
-88.33,18.23,21.32
-69.95,9.94,105.4
-69.14,12.19,80.14
-70.34,32.02,76.29
-69.22,158.93,15.35
-88.39,9.08,33.35
-81.41,28.63,22.43
-70.25,46.0,34.32
-95.0,3.03,28.41
-39.95,30.0,69.06
-77.8,10.57,33.3
-52.16,23.94,98.52
-64.74,8.77,335.22
-95.0,3.36,49.31
-57.69,68.83,41.42
-28.87,61.28,9.76
-84.73,0.65,500.0
-62.42,41.21,51.49
-74.08,60.68,14.96
-85.84,27.97,20.68
-95.0,1.58,71.27
-64.53,48.12,9.72
-89.35,19.64,22.93
-61.91,25.94,22.08
-70.88,44.19,44.01
-80.96,8.86,34.39
-84.27,4.85,327.3
-72.55,7.93,46.66
-90.97,1.46,126.86
-61.11,19.02,54.57
-62.96,6.55,333.92
-60.1,62.47,38.66
-20.18,93.24,8.38
-82.67,7.8,36.98
-41.63,28.01,500.0
-27.72,544.52,3.7
-69.88,12.97,48.54
