distance_m,num_walls,num_users,interference_level,frequency_band,signal_strength_dbm,throughput_mbps,latency_ms
1.47,1.0,43,medium,5GHz,-29.14,98.37,130.61
8.46,2.0,41,high,5GHz,-65.42,27.37,110.05
1.57,5.0,3,low,2.4GHz,-42.12,118.37,5.0
47.38,3.0,15,low,5GHz,-87.6,19.67,31.6
50.0,0.0,43,low,5GHz,-69.15,35.17,133.37
38.23,0.0,49,low,2.4GHz,-63.04,17.78,500.0
5.85,6.0,33,low,2.4GHz,-63.35,18.71,42.99
45.0,1.0,1,low,5GHz,-74.8,187.38,12.2
37.32,2.0,34,medium,2.4GHz,-72.75,9.38,55.95
16.95,5.0,48,low,2.4GHz,-69.52,13.02,490.71
25.36,5.0,41,high,2.4GHz,-80.78,11.17,119.19
33.26,1.0,37,low,5GHz,-69.25,44.75,66.28
1.69,1.0,27,low,5GHz,-31.69,140.7,31.29
25.33,3.0,46,high,5GHz,-80.7,10.03,257.72
36.75,2.0,32,medium,5GHz,-79.7,16.69,53.63
9.82,4.0,26,low,2.4GHz,-60.73,22.39,25.87
22.47,5.0,45,low,2.4GHz,-72.0,15.28,191.86
26.86,1.0,1,low,5GHz,-66.84,285.24,5.41
36.91,2.0,7,medium,2.4GHz,-70.42,27.77,18.74
48.24,5.0,43,medium,2.4GHz,-84.45,3.82,145.97
42.49,3.0,3,high,2.4GHz,-78.44,19.52,27.61
31.27,3.0,45,low,2.4GHz,-71.36,11.64,188.63
29.39,5.0,50,low,2.4GHz,-75.96,10.14,500.0
30.36,4.0,14,low,2.4GHz,-75.1,15.03,18.29
27.49,4.0,45,high,2.4GHz,-79.83,6.31,205.38
3.44,3.0,28,high,5GHz,-57.08,56.12,42.29
35.07,5.0,26,low,2.4GHz,-82.67,6.91,40.54
35.96,0.0,47,low,2.4GHz,-64.48,15.0,314.91
25.87,0.0,40,medium,2.4GHz,-61.2,16.16,88.94
43.58,4.0,45,low,5GHz,-94.68,4.65,202.98
33.79,4.0,45,high,5GHz,-94.11,0.5,216.27
18.45,1.0,37,medium,5GHz,-63.75,49.1,63.53
1.47,4.0,24,medium,2.4GHz,-41.61,36.35,25.25
3.43,0.0,10,medium,2.4GHz,-37.64,61.45,10.64
17.91,4.0,5,low,5GHz,-79.44,60.17,19.16
23.37,2.0,13,low,5GHz,-77.05,45.19,16.52
8.76,4.0,25,high,2.4GHz,-64.64,11.45,41.46
9.87,2.0,7,low,5GHz,-58.43,144.94,3.66
11.9,5.0,18,low,5GHz,-77.04,34.7,24.37
39.14,0.0,40,medium,2.4GHz,-66.39,9.39,91.19
38.68,5.0,2,low,5GHz,-92.37,21.07,20.49
19.46,3.0,16,medium,5GHz,,35.12,28.73
9.03,1.0,48,medium,2.4GHz,-49.75,22.32,486.33
5.99,6.0,17,low,5GHz,-75.54,45.07,17.94
4.81,0.0,36,low,2.4GHz,-35.54,39.32,51.97
19.87,,31,low,5GHz,-76.05,33.58,43.89
2.75,0.0,40,low,2.4GHz,-31.17,43.91,83.65
17.01,6.0,37,low,5GHz,-89.35,7.22,71.42
48.1,1.0,30,high,2.4GHz,-76.82,4.8,57.26
25.62,1.0,49,high,2.4GHz,-63.85,14.03,500.0
41.22,4.0,14,low,2.4GHz,-78.29,9.42,17.61
6.9,6.0,14,medium,2.4GHz,-68.48,22.97,23.5
13.77,2.0,30,low,5GHz,-66.12,54.42,35.81
47.35,1.0,36,low,5GHz,-74.52,34.1,60.37
19.49,2.0,35,high,5GHz,-71.43,22.09,69.67
32.6,6.0,48,low,5GHz,-95.0,4.2,500.0
48.82,6.0,30,high,2.4GHz,-91.1,0.5,63.99
27.76,0.0,39,low,5GHz,-64.19,49.53,77.5
15.61,6.0,7,medium,2.4GHz,-80.32,18.59,25.42
26.83,5.0,2,high,5GHz,-94.2,11.03,38.91
3.2,3.0,41,medium,5GHz,-54.17,60.24,96.36
6.06,1.0,23,medium,5GHz,-48.56,91.73,23.05
0.85,3.0,15,low,5GHz,-30.22,188.51,9.66
44.27,5.0,38,medium,2.4GHz,-85.23,1.31,86.88
33.73,1.0,20,low,5GHz,-70.66,55.28,23.42
15.27,2.0,2,low,5GHz,-64.18,222.52,4.02
11.45,3.0,28,low,2.4GHz,-62.5,25.61,30.42
34.31,0.0,7,medium,5GHz,-67.91,91.66,17.27
46.02,2.0,49,medium,2.4GHz,-73.33,11.91,500.0
15.31,0.0,17,low,2.4GHz,-52.42,40.92,11.4
16.42,0.0,16,medium,5GHz,-55.13,89.07,18.85
42.78,2.0,43,low,2.4GHz,-70.61,9.96,133.9
44.72,5.0,3,medium,5GHz,-95.0,11.19,28.64
45.74,6.0,34,high,5GHz,-95.0,2.82,81.93
15.01,3.0,49,low,2.4GHz,-58.58,21.47,500.0
6.46,5.0,2,medium,5GHz,-71.3,143.33,19.41
22.28,1.0,48,high,5GHz,-68.69,30.94,500.0
15.14,4.0,31,medium,2.4GHz,-68.75,11.53,45.72
44.25,4.0,10,high,5GHz,-92.83,8.47,38.32
2.31,2.0,43,low,2.4GHz,-39.0,28.44,126.61
31.88,3.0,42,low,2.4GHz,-67.43,14.02,112.32
45.36,4.0,50,medium,5GHz,-94.68,0.5,500.0
48.85,2.0,46,low,2.4GHz,-75.29,10.97,239.3
32.68,4.0,31,low,2.4GHz,-73.62,18.05,41.71
47.52,1.0,1,low,5GHz,-76.29,169.75,12.53
4.25,3.0,38,medium,2.4GHz,-48.54,19.4,68.12
18.28,0.0,38,medium,2.4GHz,-52.52,19.23,72.78
0.93,3.0,39,medium,2.4GHz,-34.35,28.86,79.27
49.07,3.0,9,high,5GHz,-89.86,0.75,40.69
45.18,5.0,37,medium,2.4GHz,-83.03,6.21,78.21
1.89,2.0,42,medium,5GHz,-37.48,86.28,115.46
1.4,0.0,4,low,5GHz,-25.19,399.14,8.84
18.66,0.0,2,high,2.4GHz,-58.64,63.2,18.43
13.3,3.0,5,high,5GHz,-72.58,64.89,26.73
42.42,5.0,35,high,2.4GHz,-82.74,8.5,77.78
8.44,6.0,16,high,5GHz,-88.11,9.07,40.3
39.64,5.0,41,medium,5GHz,-95.0,0.5,115.0
27.95,2.0,48,low,5GHz,-68.68,40.36,487.3
19.18,3.0,2,high,2.4GHz,-74.64,27.48,28.06
7.71,6.0,37,low,2.4GHz,-62.55,20.39,61.63
49.89,5.0,38,high,5GHz,-95.0,6.52,99.79
31.09,3.0,4,medium,2.4GHz,-74.44,29.3,20.39
22.25,3.0,6,low,2.4GHz,-67.57,41.46,10.97
18.87,0.0,41,low,2.4GHz,-49.25,22.78,100.03
45.33,1.0,4,low,5GHz,-73.64,105.84,14.47
41.15,3.0,10,medium,2.4GHz,-76.68,7.53,23.94
40.65,3.0,47,medium,2.4GHz,-77.8,11.85,331.05
31.0,4.0,37,low,5GHz,-84.8,19.17,75.13
44.45,2.0,47,low,5GHz,-81.24,15.93,326.24
15.31,1.0,14,low,2.4GHz,-57.18,36.24,10.96
35.33,3.0,38,low,5GHz,-83.37,14.62,79.04
20.52,6.0,31,medium,2.4GHz,-77.84,11.65,51.73
30.2,6.0,45,medium,5GHz,-95.0,0.5,207.74
49.91,0.0,12,low,5GHz,,79.3,15.01
49.23,2.0,1,medium,2.4GHz,-73.36,62.01,19.43
25.87,3.0,20,high,5GHz,-84.61,16.48,47.6
28.91,1.0,26,medium,2.4GHz,-63.65,15.88,35.13
44.92,2.0,29,low,2.4GHz,-72.13,16.07,40.09
49.29,0.0,44,medium,2.4GHz,-68.37,12.72,161.3
39.04,3.0,35,low,5GHz,-84.34,17.08,65.05
3.73,6.0,45,low,2.4GHz,-57.3,23.74,184.07
16.47,6.0,37,low,5GHz,-86.6,8.35,75.93
44.88,0.0,19,low,5GHz,-67.65,72.73,20.18
38.53,4.0,41,medium,2.4GHz,-81.09,9.93,111.74
37.24,6.0,17,medium,5GHz,-95.0,0.5,40.64
33.56,5.0,41,low,2.4GHz,-77.63,6.33,106.19
21.06,0.0,35,low,2.4GHz,-59.91,24.06,51.33
20.46,2.0,12,low,2.4GHz,-61.91,33.33,10.73
40.54,5.0,4,high,5GHz,-95.0,4.4,39.3
15.04,6.0,45,low,5GHz,-89.03,11.67,196.42
34.4,2.0,40,low,5GHz,-72.34,38.15,90.32
36.45,1.0,3,high,5GHz,-79.64,48.86,30.52
42.31,1.0,13,low,2.4GHz,-66.27,27.56,15.14
16.33,6.0,25,low,2.4GHz,-75.12,6.74,28.98
37.22,1.0,27,high,5GHz,-79.43,18.3,55.57
5.77,2.0,19,low,2.4GHz,-47.31,35.57,14.2
7.33,0.0,10,low,2.4GHz,-44.99,57.91,4.59
21.16,6.0,34,low,5GHz,-93.1,0.5,61.48
3.23,0.0,37,low,2.4GHz,-35.09,41.8,57.07
47.41,3.0,33,high,2.4GHz,-84.34,4.27,69.48
45.14,1.0,48,medium,5GHz,-78.48,19.75,499.57
2.92,2.0,20,medium,2.4GHz,-37.79,38.35,23.01
42.0,4.0,28,low,5GHz,,8.79,45.66
25.69,4.0,16,low,5GHz,-84.23,21.11,20.46
35.25,3.0,48,high,5GHz,-88.21,0.85,500.0
44.4,2.0,21,low,5GHz,-77.22,33.87,28.52
29.06,1.0,21,low,2.4GHz,-62.12,31.37,16.92
6.26,5.0,38,low,2.4GHz,-60.81,18.1,66.64
0.63,4.0,15,medium,5GHz,-38.34,141.31,13.71
25.1,4.0,19,high,2.4GHz,-79.06,7.41,40.41
47.49,5.0,42,low,5GHz,-95.0,0.5,127.06
28.84,1.0,2,low,2.4GHz,-65.28,76.66,6.67
18.96,6.0,2,medium,2.4GHz,-75.25,39.82,16.42
2.03,6.0,44,low,2.4GHz,-49.99,25.48,146.75
45.79,3.0,15,low,2.4GHz,-72.65,18.79,21.67
16.69,1.0,40,low,5GHz,-62.4,51.08,83.72
35.39,2.0,35,low,2.4GHz,-70.5,9.37,57.7
34.86,2.0,10,low,2.4GHz,-70.6,28.93,14.56
13.07,6.0,10,medium,2.4GHz,-72.53,18.21,20.94
3.66,2.0,50,low,5GHz,-43.47,82.82,500.0
19.56,6.0,45,low,5GHz,-90.43,6.17,198.97
16.2,1.0,13,medium,2.4GHz,-60.97,29.67,14.01
35.16,6.0,25,medium,5GHz,-95.0,8.54,47.23
41.08,6.0,44,medium,5GHz,-95.0,0.5,174.63
11.51,4.0,13,low,2.4GHz,-66.98,26.62,11.28
26.65,0.0,34,low,2.4GHz,-58.41,23.11,46.38
2.51,4.0,19,low,5GHz,-50.02,115.1,16.46
11.11,6.0,45,medium,2.4GHz,-68.37,11.41,196.06
38.21,6.0,15,low,5GHz,-95.0,1.53,30.84
39.77,3.0,22,medium,5GHz,-90.27,2.19,39.68
38.93,3.0,36,medium,2.4GHz,-77.58,6.73,66.28
7.55,2.0,34,low,5GHz,-54.21,72.31,44.36
27.78,1.0,6,medium,2.4GHz,-67.16,36.34,16.17
21.42,4.0,5,medium,5GHz,,33.32,21.82
49.58,6.0,43,low,5GHz,-95.0,2.9,141.14
32.88,1.0,39,medium,2.4GHz,-66.98,18.05,82.58
46.79,5.0,8,medium,2.4GHz,-87.23,9.59,27.37
7.69,0.0,33,medium,2.4GHz,-45.63,28.98,46.35
22.82,0.0,15,low,2.4GHz,-57.52,35.47,14.53
38.69,6.0,21,medium,2.4GHz,-82.72,8.94,36.82
18.71,0.0,32,low,2.4GHz,-55.26,31.43,36.86
31.81,,32,low,2.4GHz,-62.86,17.64,40.66
25.83,6.0,18,low,5GHz,-94.17,0.5,30.83
49.6,2.0,42,high,2.4GHz,-78.57,,135.05
9.11,2.0,26,low,2.4GHz,-54.28,28.51,24.22
46.8,0.0,41,medium,2.4GHz,-67.87,11.88,104.85
20.38,4.0,29,low,5GHz,-81.77,25.55,41.16
23.67,2.0,18,medium,5GHz,-74.36,39.62,23.45
26.67,0.0,13,low,2.4GHz,-58.99,35.52,10.55
13.64,3.0,1,low,5GHz,-66.67,293.95,7.64
48.2,1.0,27,low,5GHz,-74.89,35.84,38.08
45.62,5.0,28,low,2.4GHz,-80.31,10.89,40.94
48.66,5.0,47,medium,2.4GHz,-83.09,1.33,334.4
49.85,6.0,13,medium,5GHz,-95.0,7.24,38.25
33.66,6.0,1,medium,5GHz,-95.0,11.92,27.09
22.86,5.0,45,low,5GHz,-87.19,7.69,196.45
42.61,3.0,30,medium,2.4GHz,-76.86,3.4,48.04
1.68,1.0,3,low,2.4GHz,-29.85,147.05,3.35
41.8,0.0,17,high,2.4GHz,-64.43,13.28,30.27
25.12,0.0,49,low,2.4GHz,-56.6,21.01,500.0
33.82,1.0,44,medium,5GHz,-75.89,19.64,163.53
19.02,6.0,28,low,2.4GHz,-74.97,7.24,33.61
18.75,1.0,5,medium,5GHz,-64.69,120.82,11.85
2.07,0.0,33,medium,5GHz,-30.92,105.9,45.16
21.48,6.0,4,medium,5GHz,-93.44,6.13,27.37
20.71,3.0,20,high,5GHz,-83.29,21.22,43.76
11.63,2.0,21,medium,5GHz,-66.1,52.93,24.54
12.74,2.0,39,low,2.4GHz,-57.44,,73.45
29.41,6.0,34,low,5GHz,-95.0,0.5,64.75
16.23,2.0,24,low,5GHz,-66.49,60.29,24.58
41.6,6.0,1,low,5GHz,-95.0,16.55,21.5
6.01,6.0,1,low,2.4GHz,-61.23,117.87,4.3
29.09,3.0,41,medium,2.4GHz,-71.75,6.41,109.5
8.42,4.0,33,high,2.4GHz,-70.82,12.89,62.47
26.65,0.0,17,low,2.4GHz,-55.82,34.25,14.12
27.85,5.0,38,medium,2.4GHz,-77.91,7.51,80.32
32.29,6.0,47,high,5GHz,-95.0,4.61,349.54
21.66,1.0,1,medium,2.4GHz,-63.62,100.03,9.07
25.72,0.0,46,medium,2.4GHz,-59.09,14.71,238.01
9.46,0.0,13,medium,2.4GHz,-50.01,40.32,15.96
23.42,5.0,39,low,5GHz,-89.19,5.21,89.13
18.97,1.0,30,high,2.4GHz,-64.01,12.61,52.14
33.47,2.0,37,low,2.4GHz,-68.94,12.95,65.45
22.02,2.0,6,low,2.4GHz,-63.78,44.6,6.3
39.08,2.0,31,medium,5GHz,-84.66,18.12,54.26
21.59,1.0,49,low,2.4GHz,-58.68,17.58,500.0
12.17,2.0,40,low,5GHz,-64.38,42.02,83.55
14.05,6.0,40,low,2.4GHz,-72.29,11.25,89.05
2.74,2.0,9,low,2.4GHz,-39.81,66.34,10.42
27.23,5.0,14,low,2.4GHz,-76.29,16.89,21.78
41.63,4.0,41,low,5GHz,-91.18,4.17,109.13
38.57,5.0,21,low,2.4GHz,-81.17,15.07,29.55
22.17,4.0,29,medium,2.4GHz,-72.46,14.9,44.8
10.21,2.0,9,low,5GHz,-58.53,123.33,8.18
43.24,1.0,40,medium,5GHz,-76.64,18.57,97.48
3.31,1.0,23,medium,5GHz,-39.42,109.94,20.77
20.26,3.0,25,medium,2.4GHz,-65.72,18.42,29.11
42.9,2.0,48,low,5GHz,-81.14,19.51,494.63
19.96,2.0,32,medium,5GHz,-68.76,41.22,50.33
6.33,2.0,23,low,5GHz,-54.45,93.24,22.41
13.66,6.0,18,high,2.4GHz,-79.65,5.5,38.58
30.2,4.0,31,low,2.4GHz,-73.52,11.65,45.24
8.03,6.0,22,low,2.4GHz,-64.29,24.45,19.54
32.92,6.0,12,low,5GHz,-94.62,5.54,29.33
22.19,4.0,19,high,5GHz,-85.76,11.73,39.16
17.05,0.0,15,low,5GHz,-53.85,112.8,9.31
12.43,6.0,38,low,5GHz,-82.5,16.27,75.86
41.25,3.0,26,low,5GHz,-86.35,15.52,36.19
20.14,2.0,11,high,5GHz,-74.06,37.08,31.39
37.05,2.0,8,low,2.4GHz,-70.6,30.95,11.33
22.3,0.0,47,high,2.4GHz,-61.59,8.85,330.2
5.05,4.0,45,high,5GHz,-66.76,27.67,200.99
22.31,0.0,42,medium,5GHz,-61.87,47.5,111.46
25.63,5.0,37,low,2.4GHz,-72.26,14.98,64.5
23.16,5.0,44,high,2.4GHz,-77.06,2.88,174.99
40.9,2.0,33,low,2.4GHz,-70.5,5.21,49.3
45.59,2.0,46,low,2.4GHz,-72.5,15.17,243.01
39.45,4.0,46,medium,5GHz,-90.03,8.44,256.68
29.35,6.0,22,medium,2.4GHz,-82.54,0.5,34.0
27.3,0.0,13,high,2.4GHz,-61.52,23.47,26.16
32.41,3.0,45,high,5GHz,-91.9,2.88,218.0
14.75,2.0,42,low,5GHz,-65.33,51.24,112.19
40.69,0.0,23,low,2.4GHz,-60.87,29.86,19.33
42.91,0.0,46,high,2.4GHz,-71.9,10.26,256.09
13.73,3.0,6,low,2.4GHz,-64.16,44.26,6.46
45.19,5.0,42,medium,2.4GHz,-87.45,0.5,128.09
42.51,4.0,3,low,2.4GHz,-77.71,32.34,15.72
21.51,1.0,6,low,5GHz,-66.5,115.37,10.11
45.5,3.0,4,medium,2.4GHz,-76.86,18.88,19.26
6.46,6.0,4,medium,2.4GHz,-63.33,57.27,8.35
1.89,5.0,10,high,2.4GHz,-51.63,31.65,22.19
17.72,0.0,19,high,2.4GHz,-58.05,22.01,30.2
28.49,4.0,18,medium,2.4GHz,-75.5,15.2,23.69
17.9,4.0,22,low,2.4GHz,-71.85,17.97,24.3
47.13,2.0,49,medium,5GHz,-85.87,0.5,500.0
13.11,2.0,26,low,5GHz,-62.72,70.7,25.06
14.42,5.0,13,low,2.4GHz,-67.58,26.54,13.13
31.92,6.0,7,high,5GHz,-95.0,4.97,36.39
0.69,2.0,46,medium,5GHz,-25.53,97.76,236.14
36.51,6.0,14,low,5GHz,-95.0,1.22,28.74
19.18,5.0,41,medium,5GHz,-88.0,4.21,114.47
48.9,0.0,40,low,5GHz,-69.86,37.08,86.44
34.73,1.0,44,low,2.4GHz,-68.24,12.23,154.63
3.08,3.0,8,medium,5GHz,-53.58,139.08,9.14
5.09,4.0,40,low,5GHz,-64.29,49.01,85.89
4.86,1.0,40,medium,5GHz,-46.53,73.89,89.22
47.65,2.0,49,medium,5GHz,-82.56,10.49,500.0
34.36,0.0,36,low,2.4GHz,-58.16,23.95,58.96
21.67,0.0,6,low,2.4GHz,-59.1,53.95,1.0
10.42,3.0,23,medium,5GHz,-68.56,45.23,27.69
43.75,4.0,24,medium,5GHz,-91.91,0.5,46.21
10.48,3.0,24,high,5GHz,-70.96,32.49,39.82
35.48,2.0,18,high,2.4GHz,-77.01,5.71,41.58
38.28,3.0,41,low,2.4GHz,-73.61,12.52,102.41
15.09,4.0,15,medium,2.4GHz,-66.2,17.67,20.4
25.49,4.0,23,low,2.4GHz,-71.94,14.05,25.67
11.54,3.0,23,low,5GHz,-66.13,55.05,25.19
19.26,0.0,33,low,5GHz,-56.22,69.67,43.35
48.27,0.0,25,low,2.4GHz,-68.27,17.22,28.93
34.81,2.0,49,medium,2.4GHz,-72.67,13.01,500.0
42.41,1.0,50,medium,5GHz,-78.39,21.97,500.0
27.26,3.0,24,low,5GHz,-79.65,30.12,27.09
12.33,4.0,14,high,2.4GHz,-69.01,17.35,32.26
35.79,1.0,39,medium,5GHz,-72.83,29.56,88.44
25.28,3.0,46,medium,2.4GHz,-72.32,7.64,243.96
9.25,1.0,45,low,2.4GHz,-46.63,26.96,182.57
20.92,3.0,9,low,5GHz,-72.92,68.69,13.78
31.92,2.0,3,low,5GHz,-74.34,115.84,15.29
36.9,0.0,34,low,2.4GHz,-58.9,21.56,46.48
12.54,4.0,16,high,2.4GHz,-69.42,17.67,31.22
43.86,2.0,16,low,2.4GHz,-74.31,12.71,20.92
19.29,5.0,2,low,5GHz,-88.2,39.55,18.69
13.92,4.0,49,low,2.4GHz,-64.49,13.37,500.0
10.16,1.0,1,medium,2.4GHz,-53.86,130.32,6.26
40.31,6.0,32,high,5GHz,-95.0,2.45,71.01
18.03,0.0,47,low,5GHz,-55.57,57.92,312.5
24.43,4.0,4,medium,2.4GHz,-74.14,29.01,15.95
11.53,5.0,31,low,5GHz,-81.12,19.5,47.46
34.46,3.0,47,low,5GHz,-85.07,14.62,330.57
39.16,3.0,21,medium,2.4GHz,-73.91,10.91,32.77
17.3,3.0,15,medium,5GHz,-78.4,36.48,20.24
47.28,0.0,36,low,2.4GHz,-67.87,16.17,60.68
2.02,4.0,47,low,2.4GHz,-39.9,28.89,315.26
7.08,6.0,28,medium,2.4GHz,-64.84,18.13,35.97
29.64,5.0,1,medium,2.4GHz,-76.71,49.58,17.33
35.22,0.0,35,medium,5GHz,-67.24,37.29,58.37
12.91,1.0,11,low,2.4GHz,-52.29,47.34,8.34
27.93,5.0,50,medium,2.4GHz,-78.44,6.33,500.0
16.26,4.0,14,high,5GHz,-82.62,21.1,39.42
27.93,2.0,32,high,2.4GHz,-69.28,14.24,56.12
33.14,1.0,35,low,2.4GHz,-66.28,16.2,54.24
48.65,3.0,23,low,5GHz,-88.02,13.23,34.14
23.06,0.0,40,medium,2.4GHz,-61.35,21.54,88.87
32.59,0.0,45,low,2.4GHz,-60.41,17.53,183.88
29.11,0.0,32,medium,2.4GHz,-60.56,17.17,45.58
16.22,5.0,38,low,5GHz,-82.26,16.39,75.14
13.03,0.0,4,low,2.4GHz,-52.11,84.0,5.32
49.4,3.0,13,medium,2.4GHz,-76.38,15.89,25.35
10.74,1.0,22,low,5GHz,-56.75,87.37,20.33
39.62,5.0,7,low,2.4GHz,-81.17,16.86,17.52
7.76,0.0,25,medium,2.4GHz,-44.47,28.83,28.51
40.32,6.0,4,low,2.4GHz,-84.22,11.13,16.51
9.69,0.0,18,low,5GHz,-49.02,121.67,11.99
48.37,5.0,4,low,5GHz,-93.38,4.17,23.93
34.46,,21,low,5GHz,-71.05,49.1,21.98
4.96,0.0,21,low,5GHz,-39.18,140.73,17.53
34.81,0.0,25,low,5GHz,-66.83,58.27,22.59
30.38,5.0,50,low,2.4GHz,-78.29,9.95,500.0
17.21,2.0,28,high,5GHz,-72.81,25.99,49.96
13.41,2.0,8,medium,5GHz,-68.02,89.3,14.82
36.08,5.0,32,medium,5GHz,-95.0,7.66,64.18
37.2,1.0,49,medium,2.4GHz,-69.11,9.23,500.0
16.7,3.0,11,medium,5GHz,-73.63,44.65,19.79
43.87,2.0,5,medium,2.4GHz,-71.7,28.35,16.21
13.81,0.0,46,high,2.4GHz,-59.72,20.57,247.76
3.96,6.0,9,medium,5GHz,-70.93,67.18,17.89
30.19,2.0,42,medium,2.4GHz,-69.7,7.34,118.27
5.8,5.0,22,low,2.4GHz,-53.01,34.68,20.18
14.19,3.0,40,medium,2.4GHz,-64.5,13.48,88.33
25.61,6.0,36,low,2.4GHz,-81.3,3.34,65.85
14.67,1.0,41,medium,2.4GHz,-55.85,14.01,102.45
11.14,3.0,39,medium,2.4GHz,-59.69,15.97,78.47
35.31,2.0,27,low,2.4GHz,-69.24,16.7,30.87
27.58,6.0,13,low,5GHz,-95.0,7.18,28.45
42.07,2.0,48,high,2.4GHz,-73.98,6.4,500.0
29.27,5.0,10,low,5GHz,-88.84,14.71,22.98
24.43,3.0,19,medium,5GHz,-79.2,23.38,31.56
13.43,2.0,15,low,2.4GHz,-58.75,33.09,11.95
39.71,4.0,21,medium,5GHz,-95.0,2.88,37.49
10.25,4.0,13,high,5GHz,-78.05,26.58,36.69
12.49,3.0,41,medium,5GHz,-69.04,35.51,103.04
42.16,0.0,22,low,2.4GHz,-62.76,22.44,19.72
37.19,0.0,44,medium,5GHz,-73.3,28.75,163.0
30.84,4.0,2,low,2.4GHz,-78.13,40.99,16.86
2.43,0.0,23,low,5GHz,-34.47,137.57,20.69
6.8,4.0,30,medium,2.4GHz,-57.95,20.79,37.51
25.25,6.0,43,high,2.4GHz,-84.97,7.99,155.04
37.44,5.0,37,medium,2.4GHz,-83.11,0.5,77.88
23.47,4.0,32,medium,2.4GHz,-73.51,8.27,48.35
1.36,1.0,43,low,2.4GHz,-27.93,43.75,123.51
9.62,4.0,20,low,2.4GHz,-61.65,27.72,14.16
29.64,1.0,48,low,2.4GHz,-60.39,18.19,488.34
34.86,6.0,46,high,2.4GHz,-86.41,0.5,261.26
2.15,0.0,46,low,2.4GHz,-27.12,41.27,232.51
2.64,3.0,26,medium,2.4GHz,-41.21,38.43,30.64
13.43,3.0,5,low,5GHz,-67.38,126.36,8.96
4.63,0.0,43,low,2.4GHz,-39.98,30.96,125.84
27.33,1.0,21,low,5GHz,-67.3,60.83,20.53
6.62,5.0,41,high,2.4GHz,,6.55,114.48
32.59,4.0,3,low,2.4GHz,-76.4,32.96,11.81
38.97,1.0,5,low,2.4GHz,-64.5,44.2,7.67
48.54,0.0,18,low,2.4GHz,-66.77,22.05,20.56
47.45,4.0,44,low,2.4GHz,-78.36,9.99,159.67
14.03,,2,low,2.4GHz,-61.7,85.9,6.23
1.96,2.0,9,high,2.4GHz,-40.4,45.5,19.89
16.81,0.0,25,high,2.4GHz,-59.02,14.6,41.0
35.57,0.0,41,medium,2.4GHz,-64.84,14.68,105.12
3.46,1.0,8,medium,2.4GHz,-41.23,63.79,10.82
18.31,0.0,38,low,2.4GHz,-55.01,22.02,68.34
15.25,3.0,25,high,5GHz,-77.0,19.64,47.01
11.36,2.0,37,low,2.4GHz,-54.79,20.16,57.64
35.45,1.0,36,low,5GHz,-72.62,38.41,64.18
33.13,4.0,47,low,5GHz,-88.19,12.22,328.93
27.01,4.0,3,high,2.4GHz,-77.9,18.3,28.7
45.58,1.0,31,low,2.4GHz,-70.56,16.86,40.79
5.61,4.0,23,low,2.4GHz,-54.61,34.64,22.22
7.91,0.0,17,low,2.4GHz,-42.91,48.64,12.58
19.48,4.0,38,low,5GHz,-82.6,17.73,77.77
32.97,2.0,30,medium,5GHz,-77.98,21.12,48.2
29.41,,23,medium,2.4GHz,-60.63,24.74,28.88
4.17,5.0,35,medium,5GHz,-63.11,46.0,58.16
47.94,1.0,29,medium,5GHz,-78.01,24.76,49.41
15.6,5.0,19,low,2.4GHz,-71.2,20.26,20.14
18.27,2.0,17,medium,2.4GHz,-63.57,24.09,22.34
31.37,4.0,13,high,2.4GHz,-80.85,9.98,35.56
47.29,4.0,15,low,2.4GHz,-79.59,8.27,19.78
33.3,2.0,25,low,2.4GHz,-70.72,18.16,28.03
47.76,4.0,10,medium,2.4GHz,-81.87,9.53,25.15
9.79,3.0,45,medium,2.4GHz,-57.1,17.87,185.12
31.13,4.0,30,high,5GHz,-89.54,4.5,67.74
41.53,1.0,32,low,2.4GHz,-65.84,17.76,40.35
25.7,2.0,29,medium,2.4GHz,-69.04,18.46,40.55
18.43,0.0,45,medium,5GHz,-58.84,50.68,185.68
49.25,2.0,41,medium,5GHz,-84.91,2.57,114.85
7.48,0.0,24,low,2.4GHz,-44.18,42.33,20.58
20.84,2.0,18,high,2.4GHz,-65.62,17.6,32.57
43.73,6.0,48,low,2.4GHz,-85.92,1.23,499.19
45.07,2.0,30,low,2.4GHz,-72.35,14.91,39.06
49.03,3.0,40,medium,5GHz,-89.03,5.78,106.36
44.3,5.0,7,low,5GHz,-95.0,6.2,25.43
3.02,0.0,18,low,2.4GHz,-33.31,54.92,8.26
46.52,4.0,14,high,2.4GHz,-81.86,2.27,36.78
21.69,3.0,23,medium,2.4GHz,-65.98,22.2,32.54
32.76,2.0,26,high,5GHz,-83.63,10.01,53.75
20.02,1.0,50,low,5GHz,-66.08,39.88,500.0
40.78,4.0,6,low,5GHz,-91.67,12.89,23.44
29.01,2.0,48,low,5GHz,-81.3,15.16,495.52
42.35,2.0,41,low,2.4GHz,-67.48,15.82,100.29
10.09,4.0,21,low,5GHz,-69.68,52.63,26.34
9.66,2.0,15,high,5GHz,-67.1,49.04,30.69
22.3,5.0,42,low,5GHz,-90.36,8.36,126.12
0.74,1.0,7,medium,2.4GHz,-22.25,93.86,11.93
34.8,4.0,46,medium,5GHz,-89.98,1.57,252.95
15.15,3.0,48,low,2.4GHz,-58.23,20.84,484.75
28.09,6.0,13,low,2.4GHz,-81.06,9.03,21.57
